date,folderpath,foldername,reduced_foldername,reduced_jjdescription,jj_description,jj_type,cbix1/2,folder_uuid,cell_uuid,cell_line_uuid,disease_uuid,experiment_uuid,gene_uuid,institute_uuid,lab_uuid,organism_uuid,researcher_uuid,seqcompany_uuid,study_uuid,tissue_uuid,treatment_uuid,cell_name,cell_id_uberon,cell_line_name,age,sex,population,biopsy_source,category,sub_category,transformant,morphology,product_format,storage_conditions,imsrjax_id,cellosaurus_id,atcc_id,coriell_id,disease_category,disease_name,disease_symbol,disease_id_ncit,experiment_name,experiment_symbol,subtype,experiment_category_uuid,gene_id_hgnc,gene_id_ncbi,gene_name,gene_symbol,institute_name,lab_name,organism_name,latin_name,taxonomy_id_ncbi,researcher_name,institute,lab,seqcompany_name,study_name,tissue_name,tissue_id_bto,tissue_id_uberon,treatment_name,treatment_symbol
2022-05-10,../../mnt/data/research_data/2022-05-10_ying_wang_atacseq,2022-05-10_ying_wang_atacseq,_ying_wang_atacseq,yi zhang mouse wt id3 ko,Yi Zhang mouse WT ID3 KO,ATAC-seq,CBIX,92ee2c41-fc92-4e16-87b4-ffe95f54799f,,,,de0da6c5-4d60-4c8b-a5fe-2a42eef45054,ec493274-0e74-4a0c-87ee-423148c20ae3,,,00545a01-4032-4713-ab5f-2a4414d3d130,f387ddf7-9929-4670-a4cd-91c21874c6bd,,,,,,,,,,,,,,,,,,,,,,,,,,ATAC-Seq,ATAC-Seq,,00f2a773-7c1d-4fe9-8bbf-2e4df276a2e2,5362,3399,Inhibitor Of DNA Binding 3 (ID3),ID3,,,Mouse,Mus musculus,1758,Peng Wang,Coriell,,,,,,,,
2022-05-10,../../mnt/data/research_data/2022-05-10_ying_wang_atacseq,2022-05-10_ying_wang_atacseq,_ying_wang_atacseq,yi zhang mouse wt id3 ko,Yi Zhang mouse WT ID3 KO,ATAC-seq,CBIX,92ee2c41-fc92-4e16-87b4-ffe95f54799f,,,,de0da6c5-4d60-4c8b-a5fe-2a42eef45054,ec493274-0e74-4a0c-87ee-423148c20ae3,,,00545a01-4032-4713-ab5f-2a4414d3d130,2e467cc8-2521-496f-bfbf-f7b6ad7b2736,,,,,,,,,,,,,,,,,,,,,,,,,,ATAC-Seq,ATAC-Seq,,00f2a773-7c1d-4fe9-8bbf-2e4df276a2e2,5362,3399,Inhibitor Of DNA Binding 3 (ID3),ID3,,,Mouse,Mus musculus,1758,Ying,,,,,,,,,
2021-04-16,../../mnt/data/research_data/2021-04-16_bis_amplicons_woonbok,2021-04-16_bis_amplicons_woonbok,_bis_amplicons_woonbok,woonbok ninds cord blood,Woonbok NINDS cord blood,bisamp,CBIX,3f22c529-d82a-418a-9c38-e9c9f1d57d63,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,fa2b6ae8-03d3-48af-95ed-6cf4fe0053ff,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,8d83c42f-a1c7-45c6-9146-4e72ee30cc5b,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,National Institute of Neurological Disorders and Stroke (NINDS),,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Cord Blood,BTO_0004053,UBERON_0012168,,
2021-04-16,../../mnt/data/research_data/2021-04-16_bis_amplicons_woonbok,2021-04-16_bis_amplicons_woonbok,_bis_amplicons_woonbok,woonbok ninds cord blood,Woonbok NINDS cord blood,bisamp,CBIX,3f22c529-d82a-418a-9c38-e9c9f1d57d63,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,fa2b6ae8-03d3-48af-95ed-6cf4fe0053ff,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,62006644-0c7c-419d-9321-b7e55ec7d399,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,National Institute of Neurological Disorders and Stroke (NINDS),,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Blood,BTO_0000089,UBERON_0000178,,
2021-04-16,../../mnt/data/research_data/2021-04-16_bis_amplicons_woonbok,2021-04-16_bis_amplicons_woonbok,_bis_amplicons_woonbok,woonbok ninds cord blood,Woonbok NINDS cord blood,bisamp,CBIX,3f22c529-d82a-418a-9c38-e9c9f1d57d63,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,fa2b6ae8-03d3-48af-95ed-6cf4fe0053ff,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,8d83c42f-a1c7-45c6-9146-4e72ee30cc5b,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,National Institute of Neurological Disorders and Stroke (NINDS),,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Cord Blood,BTO_0004053,UBERON_0012168,,
2021-04-16,../../mnt/data/research_data/2021-04-16_bis_amplicons_woonbok,2021-04-16_bis_amplicons_woonbok,_bis_amplicons_woonbok,woonbok ninds cord blood,Woonbok NINDS cord blood,bisamp,CBIX,3f22c529-d82a-418a-9c38-e9c9f1d57d63,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,fa2b6ae8-03d3-48af-95ed-6cf4fe0053ff,,,80d178d2-1f0d-4445-a0af-792f38af3b5a,,,62006644-0c7c-419d-9321-b7e55ec7d399,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,National Institute of Neurological Disorders and Stroke (NINDS),,,,,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,,Blood,BTO_0000089,UBERON_0000178,,
2020-11-18,../../mnt/data/research_data/2020-11-18_hWGS_12878_NA_FFPE_Matt,2020-11-18_hWGS_12878_NA_FFPE_Matt,_hwgs_12878_na_ffpe_matt,matt na12878 gdna and formalin fixed,Matt NA12878 gDNA and formalin fixed,WGS,CBIX,177d579b-e0f9-4ea6-9b01-1cd0c685543d,,f524d549-8f88-46e4-991d-f494c22f68ec,,78e991ce-a839-479c-a482-5df09805d7f8,,,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,f7a24f74-65ca-4bbd-99e3-ae20f79a23d3,,,,,,,NA12878,,Female,Caucasian,Peripheral vein,Transformed cell line,Lymphoblastoid cell lines (LCLs),Epstein-Barr Virus (EBV),,,,,,,NA12878,,,,,Whole Genome Sequencing (WGS),WGS,Low Pass,43978a10-746d-43bb-b729-4a4a387cb6fb,,,,,,,Human,Homo sapiens,9606,Matthew Walt,Coriell,The Issa & Jelenik Lab,,,,,,,
2020-11-18,../../mnt/data/research_data/2020-11-18_hWGS_12878_NA_FFPE_Matt,2020-11-18_hWGS_12878_NA_FFPE_Matt,_hwgs_12878_na_ffpe_matt,matt na12878 gdna and formalin fixed,Matt NA12878 gDNA and formalin fixed,WGS,CBIX,177d579b-e0f9-4ea6-9b01-1cd0c685543d,,f524d549-8f88-46e4-991d-f494c22f68ec,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,f7a24f74-65ca-4bbd-99e3-ae20f79a23d3,,,,,,,NA12878,,Female,Caucasian,Peripheral vein,Transformed cell line,Lymphoblastoid cell lines (LCLs),Epstein-Barr Virus (EBV),,,,,,,NA12878,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Human,Homo sapiens,9606,Matthew Walt,Coriell,The Issa & Jelenik Lab,,,,,,,
2023-01-17,../../mnt/data/research_data/2023-01-17_scRNAseq_mouse_jian_novogene,2023-01-17_scRNAseq_mouse_jian_novogene,_scrnaseq_mouse_jian_novogene,jian huang mouse hsc mmp young old,Jian Huang mouse HSC MMP young old,scRNA-seq,CBIX,2fde7d87-dfaa-447b-864b-450d82a24e6d,40f58aa1-a4ce-4c2d-9fd8-0a508b8195ce,,,34cdc9db-aef8-4a85-b620-e7ddf926d446,795693fc-3bec-44a3-9ef4-f6c193543cfe,,0537c0d0-11b7-495b-adb7-6055fb2406d0,00545a01-4032-4713-ab5f-2a4414d3d130,c33ad213-b36f-4c24-acc6-cebf1def6db0,cb19ef50-293a-4192-9366-6b35a94883fb,,,,Hematopoietic Stem Cells (HSCs),CL_0000037,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,,6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,Matrix metalloproteinases (MMPs),MMPs,,The Jian Huang Lab,Mouse,Mus musculus,1758,Jian Huang,Coriell,The Jian Huang Lab,Novogene,,,,,,
2023-01-17,../../mnt/data/research_data/2023-01-17_scRNAseq_mouse_jian_novogene,2023-01-17_scRNAseq_mouse_jian_novogene,_scrnaseq_mouse_jian_novogene,jian huang mouse hsc mmp young old,Jian Huang mouse HSC MMP young old,scRNA-seq,CBIX,2fde7d87-dfaa-447b-864b-450d82a24e6d,40f58aa1-a4ce-4c2d-9fd8-0a508b8195ce,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,795693fc-3bec-44a3-9ef4-f6c193543cfe,,0537c0d0-11b7-495b-adb7-6055fb2406d0,00545a01-4032-4713-ab5f-2a4414d3d130,c33ad213-b36f-4c24-acc6-cebf1def6db0,cb19ef50-293a-4192-9366-6b35a94883fb,,,,Hematopoietic Stem Cells (HSCs),CL_0000037,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,Matrix metalloproteinases (MMPs),MMPs,,The Jian Huang Lab,Mouse,Mus musculus,1758,Jian Huang,Coriell,The Jian Huang Lab,Novogene,,,,,,
2023-12-28,../../mnt/data/research_data/2023-12-28_rnaseq_lcl_bdnf_snv,2023-12-28_rnaseq_lcl_bdnf_snv,_rnaseq_lcl_bdnf_snv,,,,CBIX,c1e57fff-a8cf-47d2-90f3-753b1e6787c0,,,,34cdc9db-aef8-4a85-b620-e7ddf926d446,,,,,,,,,b28fcf37-ca52-4996-b50e-4a2ff7c11842,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,,6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,,,,,,,,,,,,Brain-Derived Neurotrophic Factor (BDNF),BDNF
2023-12-28,../../mnt/data/research_data/2023-12-28_rnaseq_lcl_bdnf_snv,2023-12-28_rnaseq_lcl_bdnf_snv,_rnaseq_lcl_bdnf_snv,,,,CBIX,c1e57fff-a8cf-47d2-90f3-753b1e6787c0,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,,,,,,b28fcf37-ca52-4996-b50e-4a2ff7c11842,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,,,,,,,,,,,,Brain-Derived Neurotrophic Factor (BDNF),BDNF
2023-03-03,../../mnt/data/research_data/2023-03-03_bisamp_x15_cuh2,2023-03-03_bisamp_x15_cuh2,_bisamp_x15_cuh2,,,,CBIX,3147066d-08e4-400c-b804-4eee8b4c9a44,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,05520901-2504-446c-917d-d240ddaf479f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Cooper University Hospital (CUH),,,,,,,,,,,,,,
2023-03-03,../../mnt/data/research_data/2023-03-03_bisamp_x15_cuh2,2023-03-03_bisamp_x15_cuh2,_bisamp_x15_cuh2,,,,CBIX,3147066d-08e4-400c-b804-4eee8b4c9a44,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,05520901-2504-446c-917d-d240ddaf479f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,Cooper University Hospital (CUH),,,,,,,,,,,,,,
2022-05-04,../../mnt/data/research_data/2022-05-04_bis_amplicon_cori_op1r2,2022-05-04_bis_amplicon_cori_op1r2,_bis_amplicon_cori_op1r2,woonbok saliva cori optin goals,Woonbok saliva CORI Optin Goals,bisamp,CBIX,619cee52-f110-4625-bdcd-f298f235a858,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,80d178d2-1f0d-4445-a0af-792f38af3b5a,,587774c3-fa9f-45c0-9a93-7594676fdff7,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Camden Opioid Research Initiative (CORI),,Human,Homo sapiens,9606,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,Optimizing Pain Treatment In New Jersey (OPTIN) Study,Saliva,BTO_0001202,UBERON_0001836,,
2022-05-04,../../mnt/data/research_data/2022-05-04_bis_amplicon_cori_op1r2,2022-05-04_bis_amplicon_cori_op1r2,_bis_amplicon_cori_op1r2,woonbok saliva cori optin goals,Woonbok saliva CORI Optin Goals,bisamp,CBIX,619cee52-f110-4625-bdcd-f298f235a858,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,80d178d2-1f0d-4445-a0af-792f38af3b5a,,39beeead-8a45-4763-bdf2-476a180c4d09,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Camden Opioid Research Initiative (CORI),,Human,Homo sapiens,9606,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,Genomics of Opioid Addiction Longitudinal Study (GOALS) Study,Saliva,BTO_0001202,UBERON_0001836,,
2022-05-04,../../mnt/data/research_data/2022-05-04_bis_amplicon_cori_op1r2,2022-05-04_bis_amplicon_cori_op1r2,_bis_amplicon_cori_op1r2,woonbok saliva cori optin goals,Woonbok saliva CORI Optin Goals,bisamp,CBIX,619cee52-f110-4625-bdcd-f298f235a858,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,80d178d2-1f0d-4445-a0af-792f38af3b5a,,587774c3-fa9f-45c0-9a93-7594676fdff7,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,Camden Opioid Research Initiative (CORI),,Human,Homo sapiens,9606,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,Optimizing Pain Treatment In New Jersey (OPTIN) Study,Saliva,BTO_0001202,UBERON_0001836,,
2022-05-04,../../mnt/data/research_data/2022-05-04_bis_amplicon_cori_op1r2,2022-05-04_bis_amplicon_cori_op1r2,_bis_amplicon_cori_op1r2,woonbok saliva cori optin goals,Woonbok saliva CORI Optin Goals,bisamp,CBIX,619cee52-f110-4625-bdcd-f298f235a858,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,4cc247bc-1b1c-4d56-be0a-ee4276764ec9,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,80d178d2-1f0d-4445-a0af-792f38af3b5a,,39beeead-8a45-4763-bdf2-476a180c4d09,c79b1ac6-6d72-4abc-9ade-e017ccf61eb8,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,Camden Opioid Research Initiative (CORI),,Human,Homo sapiens,9606,Woonbok Chung,Coriell,The Issa & Jelenik Lab,,Genomics of Opioid Addiction Longitudinal Study (GOALS) Study,Saliva,BTO_0001202,UBERON_0001836,,
2020-08-13,../../mnt/data/research_data/2020-08-13_jian_RNAseq_LC-Lumina,2020-08-13_jian_RNAseq_LC-Lumina,_jian_rnaseq_lc-lumina,jian huang mouse,Jian Huang mouse,RNA-seq,CBIX,06656b73-644c-4710-9f74-1cf8cab2e981,,,,34cdc9db-aef8-4a85-b620-e7ddf926d446,,,0537c0d0-11b7-495b-adb7-6055fb2406d0,00545a01-4032-4713-ab5f-2a4414d3d130,c33ad213-b36f-4c24-acc6-cebf1def6db0,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,,6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,The Jian Huang Lab,Mouse,Mus musculus,1758,Jian Huang,Coriell,The Jian Huang Lab,,,,,,,
2020-08-13,../../mnt/data/research_data/2020-08-13_jian_RNAseq_LC-Lumina,2020-08-13_jian_RNAseq_LC-Lumina,_jian_rnaseq_lc-lumina,jian huang mouse,Jian Huang mouse,RNA-seq,CBIX,06656b73-644c-4710-9f74-1cf8cab2e981,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,0537c0d0-11b7-495b-adb7-6055fb2406d0,00545a01-4032-4713-ab5f-2a4414d3d130,c33ad213-b36f-4c24-acc6-cebf1def6db0,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,The Jian Huang Lab,Mouse,Mus musculus,1758,Jian Huang,Coriell,The Jian Huang Lab,,,,,,,
2020-03-30,../../mnt/data/research_data/2020-03-30_italo_tempera_lab_rnaseq,2020-03-30_italo_tempera_lab_rnaseq,_italo_tempera_lab_rnaseq,italo tempera human controlkoac inhibitor sg inhibitor,Italo Tempera human controlkoac inhibitor sg inhibitor,RNA-seq,CBIX,9547cfd2-9f6a-46c9-bd4e-5b77d3fc9cfe,,,,34cdc9db-aef8-4a85-b620-e7ddf926d446,,,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,c9351771-7494-48d0-a2df-71c46b10f518,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,,6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Human,Homo sapiens,9606,Italo Tempera,Fels Institute for Cancer Research and Molecular Biology,,,,,,,,
2020-03-30,../../mnt/data/research_data/2020-03-30_italo_tempera_lab_rnaseq,2020-03-30_italo_tempera_lab_rnaseq,_italo_tempera_lab_rnaseq,italo tempera human controlkoac inhibitor sg inhibitor,Italo Tempera human controlkoac inhibitor sg inhibitor,RNA-seq,CBIX,9547cfd2-9f6a-46c9-bd4e-5b77d3fc9cfe,,,,34cdc9db-aef8-4a85-b620-e7ddf926d446,,,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,a3d1b9e1-07a3-4a0c-ac09-3d150b8bff65,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,,6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Human,Homo sapiens,9606,Italo Tempera,Fels Institute for Cancer Research and Molecular Biology,,,,,,,,
2020-03-30,../../mnt/data/research_data/2020-03-30_italo_tempera_lab_rnaseq,2020-03-30_italo_tempera_lab_rnaseq,_italo_tempera_lab_rnaseq,italo tempera human controlkoac inhibitor sg inhibitor,Italo Tempera human controlkoac inhibitor sg inhibitor,RNA-seq,CBIX,9547cfd2-9f6a-46c9-bd4e-5b77d3fc9cfe,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,c9351771-7494-48d0-a2df-71c46b10f518,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Human,Homo sapiens,9606,Italo Tempera,Fels Institute for Cancer Research and Molecular Biology,,,,,,,,
2020-03-30,../../mnt/data/research_data/2020-03-30_italo_tempera_lab_rnaseq,2020-03-30_italo_tempera_lab_rnaseq,_italo_tempera_lab_rnaseq,italo tempera human controlkoac inhibitor sg inhibitor,Italo Tempera human controlkoac inhibitor sg inhibitor,RNA-seq,CBIX,9547cfd2-9f6a-46c9-bd4e-5b77d3fc9cfe,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,a3d1b9e1-07a3-4a0c-ac09-3d150b8bff65,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Human,Homo sapiens,9606,Italo Tempera,Fels Institute for Cancer Research and Molecular Biology,,,,,,,,
2023-02-07,../../mnt/data/research_data/2023-02-07_bisamp_23targets_cuh,2023-02-07_bisamp_23targets_cuh,_bisamp_23targets_cuh,jj 23 targets cooper,JJ 23 targets Cooper,bisamp,CBIX,651041fb-01ec-4857-ae45-2067c983cad8,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,05520901-2504-446c-917d-d240ddaf479f,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,Cooper University Hospital (CUH),The Issa & Jelenik Lab,,,,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,,,,,
2023-02-07,../../mnt/data/research_data/2023-02-07_bisamp_23targets_cuh,2023-02-07_bisamp_23targets_cuh,_bisamp_23targets_cuh,jj 23 targets cooper,JJ 23 targets Cooper,bisamp,CBIX,651041fb-01ec-4857-ae45-2067c983cad8,,,,e48a7c09-2527-455a-aab8-0c7f7c00539d,,05520901-2504-446c-917d-d240ddaf479f,df90625e-9d87-4ad1-88dc-b87ed2d3fea9,,88de69b2-a27f-4d7c-bab4-a685fdea1bb5,,,,,,,,,,,,,,,,,,,,,,,,,,Bisulfite Amplicon Sequencing (BSAS),BSAS,,d5231339-777e-4ca9-9de7-29aa7266cb0f,,,,,Cooper University Hospital (CUH),The Issa & Jelenik Lab,,,,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,,,,,,,
2023-05-23,../../mnt/data/research_data/2023-05-23_scRNA_multiome_human_brain,2023-05-23_scRNA_multiome_human_brain,_scrna_multiome_human_brain,,,,CBIX,1bd1531e-9f6a-43e2-86f3-fdbf55fa40a6,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,dec9a0c6-e6ac-4c73-a438-e07d2f8e3884,,,,e90f50e6-e0db-48a8-b95e-6b205a1f8dc2,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Human,Homo sapiens,9606,,,,,,Brain,BTO_0000142,UBERON_0000955,,
2019-10-22,../../mnt/data/research_data/2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,himani peace mouse colon spleen liver lung br skm,Himani Peace mouse colon spleen liver lung br skm,RRBS,CBIX,db056842-164f-4d29-a556-75748a9230e0,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,f37686a5-7ce9-42b0-8afd-dceff66be278,9acede56-0f65-49a9-add0-fa58d02d9382,,e6f3a6e0-ffbe-4474-8d50-c991a67eeca5,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,Himani Vaidya,Coriell,The Issa & Jelenik Lab,GENEWIZ,,Spleen,BTO_0001281,UBERON_0002106,,
2019-10-22,../../mnt/data/research_data/2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,himani peace mouse colon spleen liver lung br skm,Himani Peace mouse colon spleen liver lung br skm,RRBS,CBIX,db056842-164f-4d29-a556-75748a9230e0,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,f37686a5-7ce9-42b0-8afd-dceff66be278,9acede56-0f65-49a9-add0-fa58d02d9382,,3c29f4bb-0344-4ac2-a047-0b40fc2c964c,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,Himani Vaidya,Coriell,The Issa & Jelenik Lab,GENEWIZ,,Colon,TO_0000269,UBERON_0001155,,
2019-10-22,../../mnt/data/research_data/2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,himani peace mouse colon spleen liver lung br skm,Himani Peace mouse colon spleen liver lung br skm,RRBS,CBIX,db056842-164f-4d29-a556-75748a9230e0,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,e52ad199-6fb4-43b1-9a21-8950afb782b6,9acede56-0f65-49a9-add0-fa58d02d9382,,e6f3a6e0-ffbe-4474-8d50-c991a67eeca5,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,Peace Park,Coriell,The Issa & Jelenik Lab,GENEWIZ,,Spleen,BTO_0001281,UBERON_0002106,,
2019-10-22,../../mnt/data/research_data/2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,himani peace mouse colon spleen liver lung br skm,Himani Peace mouse colon spleen liver lung br skm,RRBS,CBIX,db056842-164f-4d29-a556-75748a9230e0,,,,ff8e9d52-f213-4a09-a7c3-3db102b2f5f3,,,,00545a01-4032-4713-ab5f-2a4414d3d130,e52ad199-6fb4-43b1-9a21-8950afb782b6,9acede56-0f65-49a9-add0-fa58d02d9382,,3c29f4bb-0344-4ac2-a047-0b40fc2c964c,,,,,,,,,,,,,,,,,,,,,,,RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),6c9fc76a-c825-43ae-be0c-e3fba627ba54,,,,,,,Mouse,Mus musculus,1758,Peace Park,Coriell,The Issa & Jelenik Lab,GENEWIZ,,Colon,TO_0000269,UBERON_0001155,,
