date,folderpath,foldername,reduced_foldername,reduced_jjdescription,jj_description_x,jj_type,cbix1/2,folder_uuid,cell_line_uuid,cell_line_name_x,folder_name_x,jj_description_y,disease_uuid,disease_name_x,disease_category_x,disease_symbol_x,disease_id_ncit_x,folder_name_y,jj_description_x,experiment_uuid,gene_uuid,lab_uuid,organism_uuid,organism_name_x,folder_name_x,jj_description_y,partner_uuid,partner_name_x,folder_name_y,jj_description_x,researcher_uuid,seqcompany_uuid,seqcompany_name_x,folder_name_x,jj_description_y,treatment_uuid,treatment_name_x,treatment_symbol_x,folder_name_y,jj_description,search_term_x,cell_line_name_y,organism,Age,Sex,Population,Biopsy Source,Tissue Type,Cell Type,Category,Sub-Category,Transformant,Morphology,Disease Category,Disease,Disease Type,Disease Grade,Disease ID (NCIt),Product Format,Storage Conditions,Sequence Variations?,imsrjax_id,cellosaurus_id,atcc_id,coriell_id,disease_category_y,disease_name_y,disease_symbol_y,disease_id_ncit_y,search_term_y,search_term_x,experiment_name,experiment_symbol,subtype,experiment_category_uuid,search_term_y,gene_id_hgnc,gene_id_ncbi,gene_name,organism_name_y,gene_symbol,search_term_x,lab_name,search_term_y,organism_name,search_term_x,partner_name_y,search_term_y,researcher_name,affiliation,lab,search_term_x,seqcompany_name_y,search_term_y,treatment_name_y,treatment_symbol_y
,,,,,,,,,,,,,,,,,,,,5b3f2b31-b02c-4731-b405-335b911a5bd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lncrnaseq,lncrna",RNA-Seq,RNA-Seq,Long Noncoding RNA (LncRNA),aabfb412-c30e-4ccb-9b34-ac9bb87190dc,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,25f9c1b5-6e99-4e2e-85d1-3c9bdc028099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low pass WGS,hwgs,wgs",Whole Genome Sequencing (WGS),WGS,Low Pass,36586647-09a5-4b6e-a7d1-51f1c4307f60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,62d59bc3-8c52-4ccc-8ca9-c39b851f878c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crispr,CRISPR,CRISPR,,3e1761d1-faaa-49c0-90fe-47b4d970bcf7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,d7ee7e8b-70a3-4ec5-9362-3128140226a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"scrnaseq,scrna,scrnaseq,sc_rnaseq,scrna-seq,",RNA-Seq,RNA-Seq,Single Cell RNA-Seq (scRNA-seq),aabfb412-c30e-4ccb-9b34-ac9bb87190dc,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49679d97-01b7-4adc-b7ba-1e03bb38fa93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"snatacseq,sn_atacseq",ATAC-Seq,ATAC-Seq,Single Nucleus ATAC-Seq (snATAC-seq),f25c35c6-c921-40b6-95f4-d4207785169b,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5c7f6df7-9d1f-44c4-ac06-8bf1cc2fddc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sn_rnaseq,snrnaseq",RNA-Seq,RNA-Seq,Single Nucleus RNA-Seq (snRNA-seq),aabfb412-c30e-4ccb-9b34-ac9bb87190dc,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,eeee2c80-d769-4af3-9711-6c76f570bfa3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc_atacseq,sc_atac,sc_atac-seq,scatac-seq",ATAC-Seq,ATAC-Seq,Single Cell ATAC-Seq (scATAC-seq),f25c35c6-c921-40b6-95f4-d4207785169b,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,51c69e35-a0fc-4c1b-bcb6-e4e450663f49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rrbs,Reduced-Representation Bisulfite Sequencing (RRBS-seq),RRBS-Seq,,86edfbfe-0265-4450-8119-3eb50df806c9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1f1e855f-002e-48af-9394-a0573f53e4c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dream,DREAM,Dream,,f392a23c-8764-4ab6-a917-11c6e9fb0dea,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,d5b4e1da-8344-4af0-b6cf-8fdf9cd1f65b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16s,16S rRNA,16S rRNA,,d406484b-6beb-42a3-88df-e9a18d44cfeb,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3d114fc8-041f-442e-a6c8-8ed5d0113dc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cutrun,cut_run,cut&run",CUT&RUN,CUT&RUN,,403f8562-bb84-44ef-a96b-39ccb1a43d61,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,93cb72e0-f612-4300-9fd9-d063d0d64b1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chip,Chromatin Immunoprecipitation Sequencing (ChIP-Seq),ChIP-Seq,,dc0bbad8-9ac8-4b36-8aff-fcd6071dd871,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,702bffee-7e6d-4eb6-b711-d1daa9de2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"atacseq,atac-seq,atac_seq",ATAC-seq,ATAC-Seq,,ebe57cae-9a78-44ae-bd20-ae6504dc145a,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,dc9aab8c-50ad-46b9-8be3-b5370dbf42e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bisulfite_amplicon,bisulfite amplicon,bisamp,bis_amplicon,ampliseq",Bisulfite Amplicon Sequencing (BSAS),BSAS,,72f4b481-77dc-4b17-bcb6-c5e35ddc13bf,,,,,,,,,,,,,,,,,,,,,
2019-06-06,../../mnt/data/research_data/2019-06-06_CutRun_Som,2019-06-06_CutRun_Som,_cutrun_som,"som brg, k9me3, cdk9, k9me3","Som BRG, K9me3, CDK9, K9me3",Cut&Run,CBIX,464e670f-05ee-41b8-90bb-03a160645938,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,6bec06af-3a67-4cb8-8184-8dc72671da85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,../../mnt/data/research_data/2019-06-06_CutRun_Som,2019-06-06_CutRun_Som,_cutrun_som,"som brg, k9me3, cdk9, k9me3","Som BRG, K9me3, CDK9, K9me3",Cut&Run,CBIX,464e670f-05ee-41b8-90bb-03a160645938,,,,,,,,,,,,6360ea88-046d-4903-a20b-ee21303ef42e,6bec06af-3a67-4cb8-8184-8dc72671da85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,../../mnt/data/research_data/2019-06-06_CutRun_Som,2019-06-06_CutRun_Som,_cutrun_som,"som brg, k9me3, cdk9, k9me3","Som BRG, K9me3, CDK9, K9me3",Cut&Run,CBIX,464e670f-05ee-41b8-90bb-03a160645938,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,3e2a552b-b1c1-4b77-ba90-6dbe6f71c587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,../../mnt/data/research_data/2019-06-06_CutRun_Som,2019-06-06_CutRun_Som,_cutrun_som,"som brg, k9me3, cdk9, k9me3","Som BRG, K9me3, CDK9, K9me3",Cut&Run,CBIX,464e670f-05ee-41b8-90bb-03a160645938,,,,,,,,,,,,6360ea88-046d-4903-a20b-ee21303ef42e,3e2a552b-b1c1-4b77-ba90-6dbe6f71c587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,648c8827-1c12-43b1-ac50-f633232170f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arsa,713,410,Arylsulfatase A (ARSA),Human,ARSA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5265993d-035f-457d-8d53-9c31462d133c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spry3,11271,10251,Sprouty RTK Signaling Antagonist 3 (SPRY3),Human,SPRY3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,71ba0004-1834-440e-8fc2-2d7f40755108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spry4,15533,81848,Sprouty RTK Signaling Antagonist 4 (SPRY4),Human,SPRY4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,bf330115-83b4-4276-96f0-7f140ff6243c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbet,43904,100419743,D4Z4 Binding Element Transcript (DBET),Human,DBET,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,f0f04623-6b34-4dfe-b0dc-c01807bb2a95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asxl1,18318,171023,ASXL Transcriptional Regulator 1 (ASXL1),Human,ASXL1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,9d146286-4b51-435c-a307-9c842c3ca235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,znf251,13045,90987,Zinc Finger Protein 251 (ZNF251),Human,ZNF251,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,8efa4775-30c5-416b-bd44-4dea26186664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tet2,25941,54790,Tet Methylcytosine Dioxygenase 2 (TET2),Human,TET2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,f081d2f4-9d4c-4b84-864e-720f0893cc06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dnmt3a,2978,1788,DNA Methyltransferase 3 Alpha (DNMT3A),Human,DNMT3A,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,c0cee931-18db-4b71-8a11-9ddcd572c571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dlat,2896,1737,Dihydrolipoamide S-acetyltransferase (DLAT),Human,DLAT,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,4813264c-fb4e-4a1a-9493-5de62e111817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elov13,18047,83401,ELOVL Fatty Acid Elongase 3 (ELOVL3),Human,ELOVL3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,fbffebd0-ac89-42cf-82af-6cd40b4dcd09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p53,11998,7157,Tumor Protein (P53),Human,P53,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,b3025b3d-6731-4a59-8383-dd5b897cd6e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yod1,25035,55432,YOD1 Deubiquitinase (YOD1),Human,YOD1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6401f9f2-9d7a-447c-9070-b6bdffc0d159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pdha1,8806,5160,Pyruvate Dehydrogenase E1 Subunit Alpha 1 (PDHA1),Human,PDHA1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,c85cd66f-f201-47db-abb2-95a1fdb7e809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pdhb,8808,5162,Pyruvate Dehydrogenase E1 Subunit Beta (PDHB),Human,PDHB,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50f08228-de68-47ed-90c9-9b0f82f0497f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdk5r1,1775,8851,Cyclin-Dependent Kinase 5 Regulatory Subunit 1 (CDK5R1),Human,CDK5R1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,e89bf393-85b1-420e-829c-f4af19b5ab6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdk9,1780,1025,Cyclin-Dependent Kinase 9 (CDK9),Human,CDK9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,4cb01479-fee5-4d18-aa6e-6941ab4c331a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,id3,5362,3399,Inhibitor Of DNA Binding 3 (ID3),Mouse,ID3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1fafb912-e79b-4ea2-8cef-1de6d3888662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k9me3,,,Histone 3 (K9me3) Bivalent Methylation Factor,,K9me3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,14a4b827-dfd9-4353-9fca-34a93413b7d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebna,,,EBV Nuclear Antigen (EBNA),,EBNA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5080259e-2893-42be-9ea3-4f1b9faa7e99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmp,,,Matrix metalloproteinases (MMPs),Mouse,MMPs,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,63ab8f64-58a2-4e0a-8a77-4fb87a5a9e60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, evi+,,,Ecotropic Viral Integration (EVI),Mouse,EVI,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,9acb543e-0b97-4840-9fce-7a2fc9d5d905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, tet+,,,Ten Eleven Translocation (TET),Mouse,TET,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5478d538-25d5-4975-8c3a-655f83a565d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chen,The Luke Chen Lab,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,08020514-a0f6-4e35-8e1e-ccf53fcfb95e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shumei,The Shumei Song Lab,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,65a7a2e6-c61a-418d-82c1-e6ba96368129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scheinfeldt,The Scheinfeldt Lab,,,,,,,,,,,,,
2023-03-21,../../mnt/data/research_data/2023-03-21_rnaseq_human_almedia,2023-03-21_rnaseq_human_almedia,_rnaseq_human_almedia,,,,CBIX,ec3f5d50-dd99-4ef4-ba52-221d7fd47816,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-03-21_rnaseq_human_almedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-05-23,../../mnt/data/research_data/2023-05-23_scRNA_multiome_human_brain,2023-05-23_scRNA_multiome_human_brain,_scrna_multiome_human_brain,,,,CBIX,559eaff5-bc02-4073-ab41-3386f4f4942b,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-05-23_scRNA_multiome_human_brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-04-19,../../mnt/data/research_data/2023-04-19_sn_atacseq_human_brain_omics,2023-04-19_sn_atacseq_human_brain_omics,_sn_atacseq_human_brain_omics,,,,CBIX,61bf8bea-0841-4d48-988b-33c36ef3f0a1,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-04-19_sn_atacseq_human_brain_omics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-05-21,../../mnt/data/research_data/2023-05-21_scRNA_human_almedia,2023-05-21_scRNA_human_almedia,_scrna_human_almedia,,,,CBIX,40aad522-b207-492a-a38a-cffc52366ec8,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-05-21_scRNA_human_almedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-04-18,../../mnt/data/research_data/2023-04-18_sn_rnaseq_human_brain_omics,2023-04-18_sn_rnaseq_human_brain_omics,_sn_rnaseq_human_brain_omics,,,,CBIX,d66e60f5-970d-4e44-a81d-1b040cf9ae59,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-04-18_sn_rnaseq_human_brain_omics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-05-22,../../mnt/data/research_data/2023-05-22_rrbs_human_brainoids,2023-05-22_rrbs_human_brainoids,_rrbs_human_brainoids,,,,CBIX,03d833f0-67c6-4772-b79b-585bae32890d,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-05-22_rrbs_human_brainoids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-05-22,../../mnt/data/research_data/2023-05-22_rrbs_human_brainoids,2023-05-22_rrbs_human_brainoids,_rrbs_human_brainoids,,,,CBIX,03d833f0-67c6-4772-b79b-585bae32890d,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-05-22_rrbs_human_brainoids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-03-21,../../mnt/data/research_data/2023-03-21_rnaseq_human_almedia,2023-03-21_rnaseq_human_almedia,_rnaseq_human_almedia,,,,CBIX,ec3f5d50-dd99-4ef4-ba52-221d7fd47816,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-03-21_rnaseq_human_almedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-04-18,../../mnt/data/research_data/2023-04-18_sn_rnaseq_human_brain_omics,2023-04-18_sn_rnaseq_human_brain_omics,_sn_rnaseq_human_brain_omics,,,,CBIX,d66e60f5-970d-4e44-a81d-1b040cf9ae59,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-04-18_sn_rnaseq_human_brain_omics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-04-19,../../mnt/data/research_data/2023-04-19_sn_atacseq_human_brain_omics,2023-04-19_sn_atacseq_human_brain_omics,_sn_atacseq_human_brain_omics,,,,CBIX,61bf8bea-0841-4d48-988b-33c36ef3f0a1,,,,,,,,,,,,ea3480da-dc34-4301-80df-084c9be798eb,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-04-19_sn_atacseq_human_brain_omics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-04-18,../../mnt/data/research_data/2023-04-18_sn_rnaseq_human_brain_omics,2023-04-18_sn_rnaseq_human_brain_omics,_sn_rnaseq_human_brain_omics,,,,CBIX,d66e60f5-970d-4e44-a81d-1b040cf9ae59,,,,,,,,,,,,14c2fbf8-1eb7-4fda-aa20-6c7fd94e7557,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-04-18_sn_rnaseq_human_brain_omics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-04-19,../../mnt/data/research_data/2023-04-19_sn_atacseq_human_brain_omics,2023-04-19_sn_atacseq_human_brain_omics,_sn_atacseq_human_brain_omics,,,,CBIX,61bf8bea-0841-4d48-988b-33c36ef3f0a1,,,,,,,,,,,,27db277a-5eda-4a07-8328-d672cb13fbcc,,,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2023-04-19_sn_atacseq_human_brain_omics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human,hek,goals,optin,hwgs",Human,,,,,,,,,,,
2023-06-11,../../mnt/data/research_data/2023-06-11_bis_amplicon_cuh4,2023-06-11_bis_amplicon_cuh4,_bis_amplicon_cuh4,,,,CBIX,8161a741-31ce-4535-b6ef-444db20401a3,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,3ad99b7b-b4a8-4962-a4f6-62b10bddcf5c,Cooper University Hospital (CUH),2023-06-11_bis_amplicon_cuh4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cooper,cuh",Cooper University Hospital (CUH),,,,,,,,,
2023-03-03,../../mnt/data/research_data/2023-03-03_bisamp_x15_cuh2,2023-03-03_bisamp_x15_cuh2,_bisamp_x15_cuh2,,,,CBIX,2e3c3d3e-1463-4ee4-8806-a1cc5d9f389e,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,3ad99b7b-b4a8-4962-a4f6-62b10bddcf5c,Cooper University Hospital (CUH),2023-03-03_bisamp_x15_cuh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cooper,cuh",Cooper University Hospital (CUH),,,,,,,,,
2023-03-13,../../mnt/data/research_data/2023-03-13_bisamp_x15_cuh123_combined_summaries,2023-03-13_bisamp_x15_cuh123_combined_summaries,_bisamp_x15_cuh123_combined_summaries,,,,CBIX,48bd3bde-65b3-4785-a99f-68d8d5adb06b,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,3ad99b7b-b4a8-4962-a4f6-62b10bddcf5c,Cooper University Hospital (CUH),2023-03-13_bisamp_x15_cuh123_combined_summaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cooper,cuh",Cooper University Hospital (CUH),,,,,,,,,
2023-05-05,../../mnt/data/research_data/2023-05-05_bisamp_x15_cuh_remaining,2023-05-05_bisamp_x15_cuh_remaining,_bisamp_x15_cuh_remaining,,,,CBIX,d6b4b585-2a61-4fd0-86f0-eaaa55ec7bc0,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,3ad99b7b-b4a8-4962-a4f6-62b10bddcf5c,Cooper University Hospital (CUH),2023-05-05_bisamp_x15_cuh_remaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cooper,cuh",Cooper University Hospital (CUH),,,,,,,,,
2023-03-03,../../mnt/data/research_data/2023-03-03_bisamp_x15_cuh2_corrected_barcodes,2023-03-03_bisamp_x15_cuh2_corrected_barcodes,_bisamp_x15_cuh2_corrected_barcodes,,,,CBIX,b829cb13-6881-4885-b6f7-5205a4ea8c21,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,3ad99b7b-b4a8-4962-a4f6-62b10bddcf5c,Cooper University Hospital (CUH),2023-03-03_bisamp_x15_cuh2_corrected_barcodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cooper,cuh",Cooper University Hospital (CUH),,,,,,,,,
2023-12-01,../../mnt/data/research_data/2023-12-01_chip_targeted_cuh,2023-12-01_chip_targeted_cuh,_chip_targeted_cuh,,,,CBIX,22be6d17-ea16-49a8-8616-1741f4464673,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,3ad99b7b-b4a8-4962-a4f6-62b10bddcf5c,Cooper University Hospital (CUH),2023-12-01_chip_targeted_cuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cooper,cuh",Cooper University Hospital (CUH),,,,,,,,,
